0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
8.364155966678936,5.93699187603662,4.538699215958138,3.9364928276968634,3.551930977654941,3.2082398511662866,2.8738399140985114,2.572273688184015,2.2689173296628082,1.98111229534443,1.4849556491396116,1.7596704476414617,2.0218326746064608,1.6910063039628431,1.5110743733866008
13.32337337240967,8.851787506089595,5.885043457335689,4.147778222765466,3.532813789223007,3.131545353541028,2.7539457474369637,2.437541969492521,2.1228413631364518,1.7490286892779163,1.7468658039665308,1.8780119367748653,2.0657145593698525,1.7558226041912355,1.5399628140209616
15.786081855815809,9.940581728070983,6.439312356050647,4.420074520585077,3.2945655558096645,2.868045680432543,2.589433704171218,2.3282436693807886,1.9020318359376416,1.6860048224201363,1.87282261992801,1.9561031437107468,2.0843638475486417,1.811234565086151,1.5634371102253204
17.03264762401946,10.363699848914766,6.77079389108649,4.56771015330866,3.334272184815602,2.598709724508919,2.214722687308965,1.9489079143437922,1.703148640361263,1.911944630841384,1.9913962141176802,2.0570350671769604,2.1245988918552987,1.8499515126335049,1.5850149387140737
17.03526299168502,10.845700059578075,7.013018545888665,4.8227927004091296,3.531196637574713,2.7473006337223125,2.283880895290946,2.012465578785979,1.9764097749031513,2.1268335803337766,2.1371505253581273,2.1225389100131586,2.1572499700514944,1.8685914329774955,1.608315229963147
17.071589569548596,10.73833331146822,6.919058653523097,4.85005819212702,3.610256553439034,2.879359424096422,2.556017735143953,2.4280537771371216,2.417631197868253,2.333201875400186,2.267548375374434,2.182115132621486,2.189514620777767,1.897765060456212,1.6305021398064672
17.161853585726266,10.89687399019628,7.208209788591993,5.066612244935882,3.8108934216569006,3.051751838280892,2.632196412889368,2.5150118383229993,2.4729543670168503,2.3923871118891396,2.330928389192356,2.2624930094419793,2.2277419886769843,1.9179479267722825,1.6500176128517134
17.058802369159228,10.988944622945295,7.468725399958383,5.410843111486154,4.211040058253562,3.486700580584184,3.104032275444204,2.890927137489308,2.6937045213341375,2.57348691146416,2.447384586306236,2.3456505590246146,2.278360017357726,1.9330480320162824,1.66198339280688
16.591862515397132,10.64893078198294,7.239404144952995,6.034182577013811,4.829376138479269,4.178425441666056,3.6538460109141,3.246443338699684,2.9462691364562597,2.7312776119142814,2.5579106543557595,2.408436433763285,2.3082086888556295,1.9691418071036693,1.6830526898993936
16.67470686404765,10.82792864821121,7.449203600935221,5.546730188802764,4.423221198990717,3.8529967801357645,3.5164166568539343,3.577624418961857,3.252869461854361,2.948717584451289,2.7000258349598765,2.492083450593138,2.3376426344212344,1.9952664442778862,1.6940751738920459
17.14362235017551,11.41450133992779,8.071897150069935,6.203333466298306,5.16799238299211,4.5000664994366195,3.960890226633522,3.54026085392635,3.2233234498314944,2.9697336518892805,2.7558145674208188,2.5756698868961467,2.364844326544358,2.015885269448786,1.7058660385637043
17.43266374950102,12.299297876968105,9.149780215097584,7.399142126400286,6.2936164896560305,5.366559725397759,4.606876958741021,4.013406793792405,3.565075981042923,3.1918965245350606,2.8802666853470638,2.6164926060024807,2.3864115721696915,2.0309787390793432,1.728131897061423
18.893750445107056,13.904660526109925,11.042800576973312,9.271507940376964,7.782363466391207,6.547549876355833,5.530502375530482,4.698752301464959,4.035967974407917,3.5049350261811743,3.068418492832018,2.7123354711206846,2.4063544460479354,2.0498920433013543,1.741536443374125
21.263075938255156,16.5779866217438,13.846131773624064,11.557825348941295,9.630078330849933,8.020748938591078,6.698687135594876,5.598847265667713,4.7087628701470186,3.9667055372260345,3.3581859463663513,2.8531105991681325,2.4269767036848835,2.0620413351547175,1.7556690432969524
