0,1,2,3,4,5,6,7,8,9
-0.4466883148874002,-1.1469580873233047,-1.1115889430566483,-1.0857442156406878,-1.0653401110085154,-1.0475606724348339,-1.030461410281131,-1.0143847192308908,-0.9988771310003318,-0.9831251038671486
-0.3962777425362256,-0.997532373984187,-0.927239787465457,-0.8827160584370639,-0.8478460209659471,-0.8163387550863523,-0.7864018685919427,-0.7572775253055769,-0.7268181396679286,-0.6958496326640804
-0.3495948172366216,-0.8551766259273698,-0.7445009522542818,-0.6682694072440263,-0.5878246819919811,-0.43901682262509834,0.026762815129095396,0.0407257982797895,0.051683651131636504,0.06121168276486993
-0.30557116785754607,-0.7137783782549639,-0.447172278941572,0.03695169804032353,0.05738921632838351,0.07253108803179806,0.0854820538912318,0.09668992915180487,0.10657393651809083,0.1155369331752732
-0.264202717451433,-0.5613072969856301,0.0514300565422264,0.08136011972424631,0.1007060289585805,0.11555754665567657,0.12786372621635483,0.1385181041821194,0.14804052431754194,0.15664254883436343
-0.22500579702409648,-0.42037657877088763,0.07835548126460881,0.11375379023629342,0.13311502417680307,0.1478911606233485,0.1600949560454092,0.1706502425277413,0.180096137584998,0.18861328423762103
-0.18760165485412797,-0.32434696106555433,0.08791794058650017,0.1387282063670359,0.15896100755293832,0.17346760748570317,0.18536628520769857,0.19565656383063912,0.2047919936674357,0.21309168758078115
-0.15202323489956576,-0.23310359716185658,0.07669773555895162,0.1564500126292035,0.18046652111592998,0.19537905060827987,0.2073157362936057,0.21755324159176498,0.22662271966216432,0.2348270413714119
-0.11834432852196203,-0.04419458905783347,0.05340066494880621,0.16428152047531241,0.19706108846549156,0.21332755895687255,0.22546208936379075,0.23570784857063917,0.24476779832690473,0.2529126106646226
-0.0857409554368563,-0.00490046218559028,0.0401797652830947,0.1599682137302446,0.20815791216017557,0.22774984618258698,0.24057374303126514,0.25098318630953503,0.2600707736088869,0.2682372524477363
-0.05386808859259204,0.017302551264312273,0.050422928764885515,0.14260830141669614,0.2123043475353686,0.23858886428426426,0.2530365076270359,0.26385921060745116,0.2730448550083036,0.2812347155327528
-0.022511640850093884,0.03730161436048222,0.06727800085080568,0.11945936805795768,0.20752059808401147,0.2447229561193575,0.26240634815048725,0.27410660291053734,0.28353638484398097,0.291786779939855
0.004482880383834806,0.054136545989041496,0.08286927509372194,0.10908328649065951,0.19216422056458063,0.2451444835853726,0.26899602590709076,0.2827261131384105,0.29280831469657714,0.30127354500321385
0.02729036742750597,0.07008253740337646,0.09683235491167153,0.11554092869566437,0.17012766753458916,0.23770825322660033,0.2712156895094531,0.28874877781850167,0.3002242570318412,0.3091974500330467
