0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
5.6217075911933285e+175,-1254139692032.9893,9.740293740653298e+199,5.84586787255184e+199,5.232462424864463e+295,1.4409911912453799e+218,9.740761284808153e+199,5.84586787255184e+199,8.784112341875178e+247,6.184733518179512e+223,2.0474649416770493e+161,3.984500749396801e+252,-6.879437670875319e+218,8.429393840677342e+252,2.3126819529291414e+161,-1.258545583436542e+248,1.442972804519456e+214,1.1307277698330009e+243,1.1444878357360458e+243,-2.9302797802426466e+238,6.630592411702566e+265,1.333592459746521e+179,-1.3336029583411197e+241,9.823909205534664e+252,1.4077146792585585e-147,4.068981346968213e+233,3.992645407574502e+252,5.158714886498782e-114,2.599827512696884e-85,1.6937501493665331e+190,2.4801905928649395e+180,1.0525519710881726e+208,1.7999078297610112e+247,9.757676677163003e+199,1.3068939961615595e+179,5.523602404485109e+96,2.187142093241113e+246,5.834394990827709e+252,9.434694154279761e+245,9.823909205534625e+252,5.743756412941822e+257,5.053590559880197e+199,1.3850140776161717e+219,9.083672166914754e+223,1.6749480244352116e+243,3.928038656091133e-27,9.27984133465892e+242,3.655883317267661e+233,4.89584248365414e-85,1.849113011143198e+16,2.458862125529208e+198,3.4405636350258194e-85,1.1751875587834984e+180,-7.225879680587156e+159,-2.1776837280436832e+243,-1.0639570784397454e+224,-8.82880750060241e+199,4.647595425328322e+151,7.358698442369872e+223,-2.6098865812890665e+180,-1.0517318484015925e+208,-1.4410553823482244e+218,4.475938159536155e-91,-1.7189800954666003e+161,6.963919229246518e+228,5.9608381691518955e+175,2.6452246013861245e+185,-2.088164791273147e+121,-5.8458665728651845e+199,-1.7466265616486226e+233,1.1448677379192513e+243,1.3291524973594284e+179,4.269540781787866e+257,-2.448190452450068e+198,3.992555550372206e+252,-2.1643687158358835e+233,6.681552706071544e+151,8.618806202234755e+183,-5.115375336749099e+117,5.771560283065768e+180,-2.3890163500155495e+180,4.52929443490441e+217,-2.0545313885127617e+161,-2.4482680858551285e+198,3.7615633823940093e+199,6.967366068873958e+252,-4.596305458541826e-154,-3.6877742062528277e+180,6.12026389766317e+257,6.187357780080995e+223,-1.910777705409585e+214,1.379108936179244e+185,-1.034752526697766e-28,-3.250617690806461e+252,9.083667908579806e+223,-3.578034367358006e+246,-3.988373344565459e+252,2.288954508414843e+243,6.349133977749058e+151,5.960838169150986e+175
-0.34894572006513197,-0.04552200388452806,-0.27071847606686517,-0.5997359198546854,-0.35019545557653037,-0.6105147009814085,-0.223146013146068,-0.253005906309417,-0.17602521750529093,-0.3852278002038328,-0.5506612035908448,-0.12496029442558648,-0.30453266074671287,-0.17107848321422642,-0.2389414805323421,-0.39825497185247877,-0.6081674022923969,-0.3126479891379933,-0.34275988748247466,-0.4913965840482731,-0.44459817906935195,-0.4108122421844709,-0.2172090910250289,-0.2824616246634653,-0.4575573546368607,-0.506974572569975,-0.2746907120799885,-0.362687667505408,-0.41453646322455073,-0.33750459557263063,-0.2720145687430663,-0.3743517884993719,-0.4533127309628889,-0.247078138379564,-0.31092640951009326,-0.5246357079219834,-0.30334331026691963,-0.4156086874075152,-0.3848222375823825,-0.4913749629613454,-0.3834269306865012,-0.4569412103438747,-0.10191308829254445,-0.5505030522243319,-0.530614100588571,-0.5297227215225734,-0.22580079458202013,-0.29093878961568337,-0.30362786305564443,-0.4282760291627425,-0.473952578383936,-0.21299838093443013,-0.14950475886304765,-0.27886946611852387,-0.4000807183698743,-0.15710000243291267,-0.5226448858926439,-0.12768494325497515,-0.42251520475272486,-0.2556789315124435,-0.07994784236958191,-0.317055743696339,-0.32831139246374624,-0.4151753252109994,-0.37297090815331996,-0.29462969003131145,-0.15760608678270963,-0.36591362564888347,-0.23943591693526978,-0.09242147542283895,-0.4697659257315928,-0.4466628688579346,-0.293865096535791,-0.23494317280236157,-0.4406635504830641,-0.39585486869835407,-0.3561632555614553,-0.36999380183767516,-0.2818591080914771,-0.3343322416467046,-0.25780349497211574,-0.19926448061667723,-0.12728154097970817,-0.18485778146422452,-0.4248179219947435,-0.21193601907569562,-0.5459781582275249,-0.20219910418226567,-0.38941637301491167,-0.40373512064123773,-0.3142684247682762,-0.09474205486430423,-0.5718093220397099,-0.30193235466748775,-0.36959672068457233,-0.36227193056079426,-0.5517348634152299,-0.13196192100062656,-0.3492161562997114,-0.2378761241427756
-0.03334395566324694,0.0006105269110224974,-0.31862102670433556,-0.19394104985236355,-0.10093741199363299,-0.1213440132366432,-0.23756628227660764,-0.07844023479923334,-0.29661585720708256,-0.26395289108000614,-0.1611860429359088,-0.10335817171438229,-0.09714839363512529,-0.07242144698968299,-0.1277474744954198,-0.3008348554742244,-0.32733950975676307,-0.33815003541737454,-0.22233373931777492,-0.15788908863999832,-0.1985494620391517,-0.06724205729894885,-0.016595320606192808,-0.11173770398963727,-0.09978271208867655,-0.13381555417235547,-0.19069052088653624,-0.08811460285018842,-0.08039556924998985,-0.1306403988668295,-0.1272726220727614,-0.4283988620637626,-0.07779486988104632,-0.07919338774831682,-0.06620583867642565,-0.15906997538878032,-0.09005782793935102,-0.21498789928801273,-0.02840565091595496,-0.2433789318988073,-0.06407194992954829,-0.04499688137916803,-0.16538334086669268,-0.10443971800777874,-0.050995650762253916,-0.08342573024117284,-0.42756177169185633,-0.11691022633141206,-0.2552366853357421,-0.34808634157146984,-0.24298236881974494,-0.09020888998381532,-0.1119963047283134,-0.01144635758067538,-0.11924905826402514,-0.3818505496317722,-0.02790948350112682,-0.000665595049070454,-0.3048470164220637,-0.052153254866620674,-0.13463958013761998,-0.02035415776082174,-0.058575463080037984,-0.047575754877146235,-0.05644291099939673,-0.3875541957956428,-0.3519274688488012,-0.0589611555264889,-0.10143192700758451,-0.14339375300439314,-0.14748996353692004,-0.10692939002003235,-0.39389342736179267,-0.14634561583213937,-0.07407008532703181,-0.4550837667153814,-0.41175236419983496,-0.16554504989231297,-0.16807790155672164,-0.05784756671323665,-0.18410563319686699,-0.23131108937237432,-0.08702318525761905,-0.030441297331379798,-0.02216211984122299,-0.21752548844139757,-0.17710738950623287,-0.26767994342103735,-0.17507768391816153,-0.2988357695564539,-0.24807834229190898,-0.273997069381299,-0.08979049604146852,-0.0730580162638253,-0.3756614756485618,-0.20632058793832703,-0.17952152320465486,-0.36576186943597905,-0.30287636519756633,-0.17480027958050584
-0.04725194387660492,-0.2833413171105752,-0.013264377391530626,-0.13610807081410314,-0.13264809786887982,-0.05712289269504968,-0.1251359654835427,-0.3587647529532651,-0.09756732879419333,-0.04670348546545977,-0.049192185112655384,-0.25655627336417786,-0.10397439507185469,-0.09153489385088232,-0.1268539750201597,-0.0051775676557428265,-0.030560567462692662,-0.07536655701098523,-0.19254110608237973,-0.06434719927068636,-0.0842354570525029,-0.17087460771593346,-0.2592019463222771,-0.07150978934904685,-0.011311152885648216,-0.11477296846908443,-0.020147326050196774,-0.3115765896013333,-0.15268246297420882,-0.013899939591393198,-0.11341851353136512,-0.14871252917300246,-0.002328085471842184,-0.13888607781778728,-0.23707548542626827,-0.004075560926431804,-0.20341059678651535,-0.09988828438501096,-0.2759252325501511,-0.0962381580530728,-0.1382516401503754,-0.05122024551865876,-0.12329270347315037,-0.17412868198675577,-0.08402099306338227,-0.1691744581704677,-0.04041188361444012,-0.15288154467588325,-0.1301414939943106,-0.07485821900641026,-0.355283400365122,-0.16812776037693264,-0.08404129891086204,-0.02977363749663576,-0.13078334973987352,-0.028346706200240386,-0.22709033472567064,-0.20780948325901935,-0.3143109945398893,-0.012816099524368362,-0.09163403631305066,-0.03013237552366846,-0.20778626827038332,-0.16336705858476783,-0.03726733577355762,-0.28497007908967137,-0.16994414833931756,-0.05791971929685804,-0.26748255190404857,-0.22189046165060222,-0.016275710325219114,-0.21696216260084383,-0.08185476191966742,-0.04048277325252507,-0.0125514690988075,-0.19280528559840585,-0.18173999771516233,-0.18646665289843828,-0.1122709470331338,-0.13448751618840574,-0.2499784056636172,-0.13668101479944791,-0.0850709420160081,-0.04160927538553195,-0.22392212686795998,0.002215773393675411,-0.08777298586090317,-0.023385688928385565,-0.08591319064999642,-0.13128299548110903,-0.09713327833185953,-0.08111376443946518,-0.0068488808932027625,-0.17772482129380188,-0.07853631841453489,-0.042990752900553035,-0.05439177875367912,-0.2579265281478593,-0.04132241161276476,-0.06921419485295985
-0.06967787117570853,-0.0849946566647079,-0.03930037361049028,-0.03426222541409106,-0.028274791149013864,-0.03899942701498924,-0.19877111018608212,-0.09732419457031302,-0.0666071923841927,-0.05824707509968627,-0.08671025163747845,-0.0034742702571839913,-0.27197969119179427,-0.03018531417555698,-0.11509720891547617,-0.031302581951932945,-0.1743292932922423,-0.10745579372965106,-0.06576480028137728,-0.040719590346287034,-0.06324069572201675,-0.05149455876390657,-0.11333170946500604,-0.036144539373931875,-0.05651952644758687,-0.08480437036195396,-0.0841007824653189,-0.04023836919440249,-0.09112826462455217,-0.18134647210962068,-0.042739937813036914,-0.0513203211374114,-0.006895837627085331,-0.07491833312800228,-0.10537969059595724,-0.0891195883393592,-0.040808726270615873,-0.1432663463321996,-0.08709196153776613,-0.2091279944631775,-0.10424546024643039,-0.015380095501456583,-0.04239003549112103,-0.19945541260921146,-0.1064825153608337,-0.1022224994697799,-0.16308252952361735,-0.052241935849302666,-0.0578564663570051,-0.036926564428134495,-0.24148168695479527,-0.19190158267354604,-0.035617214668618585,-0.03690399848134147,-0.12986632421307392,-0.03241421662483305,-0.018233763031947643,-0.08300317729349013,-0.039894891952015836,-0.05361083017701074,-0.08692434606001033,-0.1401363091687601,-0.12688909440693183,-0.03567755207012425,-0.056273231696066336,-0.050704634962422716,-0.031020335195123663,-0.14501245443011204,-0.1727879174634538,-0.05632602304783302,-0.2472455954462229,-0.06659311343467836,-0.08018055847203838,-0.08243025651915067,-0.09043256292132529,-0.09275013588796696,-0.06727429869032861,-0.04177712949831059,-0.18702610879565468,-0.0642476460994966,-0.04789343236291566,-0.05867941324219873,-0.1587842139774956,-0.06007577090665828,-0.12984963488622844,-0.09825636878778415,-0.019508390169141437,-0.07364667390865373,-0.04854508967941368,-0.06384200308188587,-0.0058689999424675855,-0.22437022463648512,-0.07866969169601624,-0.0684804570153087,-0.02928886868392825,-0.24578557352107566,-0.08067762317980555,-0.03160439556042019,-0.1792258498782608,-0.033772127371033064
-0.12790687830578237,-0.06312319622923344,-0.031014231446204063,-0.012064370506628624,-0.038047243675279285,-0.10315906546718955,-0.028602069328456867,-0.0006800865892313394,-0.010940880571892537,0.022012520018302076,-0.045425906192421095,-0.03780159285187765,-0.06619731222738831,-0.06021053377236535,0.0023642808314012186,-0.03942816720743894,-0.09512981184410638,-0.07001013225575012,-0.12987561618603308,-0.11911400851300227,-0.13790548274901165,-0.10105633964774428,-0.051141215258210596,-0.11932193695786288,-0.046361750486740565,-0.14992116460114768,-0.05136884094945709,-0.04024346028268272,-0.051516835368314855,-0.029954866144426565,-0.010513061089633933,-0.02201415253978082,-0.05055994019914831,-0.054037904221355446,-0.11228283989899875,-0.06849059570597997,-0.03435340372379078,-0.04060020960108327,-0.060532272194674275,-0.09605351400993131,-0.033610850813212884,-0.06831790818127616,-0.037786850392420385,-0.024861488394564916,0.024654101885405788,-0.0575253017567295,-0.04407972940211818,-0.07668695637252868,-0.011999452602030291,-0.04655937060728072,-0.044594271933554475,-0.0757115964550564,-0.12186710275537976,-0.0884857225125483,-0.04222953524130103,-0.02889587611742267,-0.06061729966466206,-0.037019030618469756,-0.15487872684901438,-0.04601038237807172,-0.12236716963983743,-0.054614228803492156,-0.016380103160133993,-0.05293261265286538,-0.04264732684006787,-0.05778840822451656,-0.09399541885229402,-0.07916252675169963,-0.12038711137353486,-0.033228656244519476,-0.07062340529093913,-0.052512495006320804,-0.06593873988678815,-0.04704246890480417,0.009620798539109701,-0.058286583060983055,-0.04255045629841644,-0.0256693788206355,-0.04883435944085391,-0.04493244334069151,-0.02280837376747152,-0.03456820760588832,-0.0040445509131390375,-0.032250933889701065,-0.06636300399442724,-0.06625490791137477,-0.05777823218980246,-0.06901800242876481,-0.06275269822641263,-0.1173110404034826,-0.029493658199923938,-0.05090608586969886,-0.06333101755229831,-0.055966628377646765,-0.017802113163416615,-0.07195306744761806,-0.0293137890632386,-0.05153629442335413,-0.08394858536941975,-0.04732575903745163
-0.0018281134746663326,-0.04954659657052764,-0.06019450827773335,-0.029603014988587563,0.026448936888102157,-0.027196574023671795,0.004868000203051528,0.04003455481987936,0.012565837917857745,-0.03829234073812952,0.029045336867682806,-0.045874920373147283,-0.10612063541151001,0.02312980355292698,0.018691897801121217,-0.01789020662339745,-0.08688385988572753,0.018499700784247716,-0.042432026118076734,-0.03988507062761369,0.011373380190237401,-0.0029729345416811977,-0.043575824327605144,0.008819028222297012,-0.07311945074081151,-0.021743339581861493,0.008551867404293102,0.020868937650769276,0.004432978496089682,0.031199720919549482,0.008064589692553309,-0.043980886166019605,-0.03781141916449458,-0.04333790662478246,0.033421586744233026,-0.001645404237418592,0.02879058195006718,-0.060376033003769675,0.02865786063569265,-0.0962521510237356,-0.03596410768222908,-0.05514076943319144,-0.037756998954857714,-0.08323832455643512,0.02225765413092474,-0.08268902834024423,-0.011218685650047406,0.0006501032780186758,0.0410841974281804,-0.03306515481916735,-0.09983178459628185,-0.00487814338876144,0.0009106298838859298,-0.0365435028142127,0.009023494923248169,0.006008663139876166,-0.0024578085925221764,0.035542378965710116,0.022792083299468083,-0.05088274386553304,0.01003556117587582,0.041548121758006415,-0.06899330664590804,-0.011804347307285808,-0.1177215897190277,-0.15888578959458707,0.02169121339245276,0.03737807120793489,0.013533428618386988,0.024159926594788373,0.03571428142037054,-0.05631880948603477,-0.03798082400036977,-0.044613906487834136,0.022942225739678034,-0.031527868693026456,-0.009054934600140748,0.043793200268019056,-0.04830714589706999,0.012009723283298471,-0.07108407524988868,-0.025770231985968846,-0.08046453053916258,0.022512344573617907,-0.002859073264970884,-0.05261593578130809,0.009427329922104294,-0.0010173147182048262,-0.005661941224713296,-0.05427314053284245,-0.012857677131157968,0.005578774677491349,-0.047209222242272315,-0.038625324733359015,-0.037803029847294375,0.02300140372763593,0.019646296017921172,-0.0040327173447334596,-0.02730928155228552,-0.03778212804059232
0.016293726276578945,0.033631406812953187,-0.02264617960925028,-0.0017401968449032644,0.029474815966981458,0.05074444949352822,0.021471899010380154,0.03268837469401284,0.050228985811420546,-0.007881867692059584,0.044444671375730986,0.027825198493268147,0.04331593985280131,0.01897815089707299,0.0054662734643704065,0.033679439458708986,-0.06631255076246671,0.028084044217328758,0.044891476205798274,0.021975052357730968,0.03131981456187034,0.04126421584722093,0.02809114506525389,0.01282872761945028,0.023064402859983287,0.037954962081249176,0.018998916683241048,0.07197169700808602,-0.059640943278623536,0.03798377757749115,0.04844572888349971,0.030501162315962137,0.013399031044774969,0.07895939110802137,0.059180076841047605,0.05085490216515964,0.03302815492319415,0.05203963003859803,0.043206824751805005,0.026506305444060383,0.01889744282887466,0.0339830391682185,0.02449389383506815,0.06012541475190772,-0.013674094857316202,0.04659959318465353,-0.03782613792160163,0.03572086705651536,0.016897452456550527,0.02122436788577305,0.02583061999871726,0.06432371180535706,0.03948594603526143,0.031768009726774175,0.019820948369535272,0.03818517564111522,0.021053520582184217,0.014478970146288161,0.0356723677037817,0.03792744707556846,0.056042882962863326,0.025265549953782208,0.009126905403282216,0.07879683415676553,0.056014972819254966,0.031521950514486065,0.020864287671468768,0.022820820313747974,0.018409241260484228,0.028159287512314793,0.02343787126032437,0.032540584214666844,0.017549470173771682,0.01981568556488622,-0.004131891625786197,0.04979712549002542,0.03860634050449679,0.03273355494506032,0.01387423527325881,0.052086637473088976,0.014685823170753672,0.02910145771908595,0.0327099306279765,0.01915416469895217,0.04630407253557611,0.007665776597205886,0.01668260032107618,0.02416508323802122,0.035846253208485356,0.02167954192461124,0.02574849188878412,0.05218236420682717,0.02428379940747449,0.03698633529971424,0.028324925659136416,0.0350550555924059,0.025315305477528662,0.017124464310724313,-0.028822955463419432,0.04133203564256965
0.040936654627587075,0.022386281704579264,0.04859451616055462,0.055166364990253014,0.06379426478391917,0.04704213415703713,0.04723693574148123,0.023756638632375413,0.021326562704577945,0.03908117780887153,0.03822726303824634,0.05720952217455235,0.04119438274122599,0.05288529526183177,0.05251902348995661,0.03478020806383273,0.05228758822859037,0.06974560243925325,0.033770581122232246,0.043002942622395894,0.040073915575501134,0.062227845707494116,0.03902224540590895,0.058591631575946414,0.015872086309413946,0.06865351879776857,0.053953671171818984,0.046826544282279385,0.04288309576879741,0.06873743446618438,0.0589718795703819,0.027190684366940027,0.07316424869851026,0.07135038304813349,0.0511703440648799,0.026304220383702493,0.043554258626756104,0.02450966403530576,0.05522106531342756,0.0481389709658653,0.059765862057702276,0.05135322097544048,0.059344105259995575,0.04987655543297859,0.02372703438943992,0.02473511870998132,0.05382337964891941,0.05268696338300015,0.05711164480359065,0.06578572037615835,0.07497007684260036,0.07955931937329691,0.03840404003509409,0.044202016333016514,0.06522408077650783,0.04828093783559397,0.09225940843437608,0.04766124023926037,0.05554730237060961,0.048810793850134385,0.03546306085769974,0.058980093677098805,0.061043525459139325,0.020930850941914894,0.05417290048900637,0.07059969504084997,0.06511385923166396,0.024746199287827793,0.038342850773050295,0.03866838684741354,0.05907404480652415,0.060860023530578525,0.03141278565453452,0.06944932031640826,0.0316210145432516,0.07599765674195152,0.07774156743656663,0.051462308028783946,0.04501189232455417,0.0556276152740444,0.09281404098976992,0.027709208375393864,0.04708196939374667,0.046014653095608475,0.06698294836412112,0.034895871537671055,0.029028053973448067,0.04544161141546302,0.060223952420579395,0.04461494391744054,0.05745499514758119,0.019397811646194855,0.048220909400859845,0.06106072808580164,0.06314948094534974,0.06024579385909926,0.029651676645001415,0.05916387445963651,0.04624662962200099,0.0642708068063563
0.02924391612064803,0.06182035357532442,0.061081007068836776,0.04210254722622053,0.03697445491302778,0.06340026798542593,0.06470715727267884,0.07221607690619027,0.073852884926615,0.0773990694174652,0.08570941945511168,0.043248410519630784,0.09432903503515629,0.062169085852824456,0.08441291169980844,0.05739329172500924,0.07718263494429625,0.050225946074781674,0.09415468917437421,0.07421487225083576,0.06761274221478918,0.04472657142185596,0.05404740620941155,0.10657283677227888,0.07705402636360661,0.07899774301978758,0.04358764138919921,0.08503530198226704,0.08726618348820199,0.039906783168318756,0.055625431586991125,0.06625089746640836,0.0740121361606558,0.07712834799326541,0.07565256149502579,0.053657934326380725,0.057788387448866906,0.09744322886341159,0.050775476229834283,0.09505619851401467,0.053202905065619935,0.08623355462297824,0.07250410499244103,0.06632852504192163,0.06316157469288666,0.08314807509921994,0.0729314105596706,0.07232598495248795,0.08702658272204679,0.09404351104311376,0.03454723778157582,0.08775421791230363,0.07643709252138053,0.07655648167041322,0.07902744601625175,0.07536923033325081,0.07369789479673286,0.08023736312783512,0.05908808327263651,0.05451368028064851,0.06488523954833626,0.042126300601363055,0.05167407415322844,0.054316878196070284,0.06175057698257517,0.07413325484685084,0.08130022955689677,0.09028507797303632,0.07644837553996343,0.07804313026627764,0.06287293253064348,0.07603749852214167,0.06345349257044199,0.06965096795792053,0.08254645638928036,0.06206425130567387,0.08168600711935367,0.09299884403029876,0.04122890360068351,0.08413013633824895,0.0717202285574726,0.07322285151406119,0.11305107370651449,0.07513263171925118,0.03936895085802783,0.08251848538618796,0.06834461318227594,0.08722180887511037,0.04550442999764384,0.08487452710932741,0.03644972288426095,0.07683671531196229,0.06625301304715453,0.0490572059562873,0.1012546281122125,0.07341143204734779,0.06074279271955781,0.0791652384611636,0.049989987610010264,0.037756914161782555
