0,1,2,3,4,5,6,7,8,9
1.1102287102019144,1.5115571608460945,2.557434917365751,206.3777579031572,1032.9893785323845,7671.0335882304435,67393.82172343213,674077.0680356557,7590684.4596174825,95587760.59525923
1.1102288069644712,1.5115552188938248,2.557436542216412,206.37775790315607,1032.9893785323845,7671.033588230482,67393.8217234318,674077.0680356557,7590684.4596174825,95587760.59525889
1.110228842405506,1.5115552677587762,2.557441812815116,206.377757903169,1032.9893785323845,7671.033588230412,67393.8217234323,674077.0680356557,7590684.4596174825,95587760.59525889
1.110228867729297,1.511554837818306,2.557465992630342,206.37775790324866,1032.9893785323927,7671.033588230441,67393.8217234323,674077.0680356557,7590684.4596174965,95587760.5952596
1.1102288718217463,1.5142885809815598,2.558208014882568,206.37775790328666,1032.9893785323927,7671.033588230476,67393.82172343311,674077.0680356815,7590684.459619137,95587760.59533584
1.1102431575542038,1.5146923464937445,2.5660314778165025,206.3777579033672,1032.9893785327126,7671.033588240143,67393.8217239266,674077.0680505708,7590684.46133388,95587760.64368282
1.110345267641021,1.5163755610673226,2.582931157474045,206.37775790456075,1032.989378554554,7671.03358989033,67393.82175748424,674077.0686949209,7590684.474432757,59852545.29826787
1.1106801905955577,1.5221048624965041,2.6556279590622314,7.696610769869244,1032.9893788018965,7671.033598688732,38675.854358596785,3568.5686874429375,5191.8951224204875,10511.981022787832
1.1116301820381587,1.538276082860857,2.9439050021142004,10.910161709749358,40.62795455000386,114.61660699501431,180.99790881349094,377.34539597257094,822.0813160428073,1843.2083328688698
1.1135541313855561,1.5804545194138393,3.2602392930400894,7.825785173996973,16.55356762826301,34.13372205783508,64.23711045037547,124.18914023446949,240.9867405291582,463.6112241245472
1.1170765848056923,1.6142481322441131,2.7805273950435807,5.1077872380276865,9.390489495703006,17.45875015539101,32.5059654128747,57.3147474004415,99.35821719550577,172.2709970467402
1.1183413529340962,1.531888367611456,2.3007632636412687,3.728983151551617,6.393631874847967,11.098655890471411,19.10627089544941,32.0020278103172,52.45047900125141,85.49810296233677
1.1088157852044407,1.4387705005723557,2.0108817054346386,3.020813874685798,4.857537302069399,8.066458421731458,13.140105528948943,21.093421448072014,33.46824801588429,52.26355774221628
1.0972413009038495,1.3752792672921759,1.8353121460422541,2.646118689199781,4.126948909639922,6.504804179741525,10.251442376454516,16.022991519507244,24.708568209728085,37.68445964768088
